ke,v,prob
0.08736658442020416,104.1576635837555,0.06411826509758521
0.1305751524925232,97.43967413902283,0.03921568628597478
0.3540655417442322,86.90321147441864,0.03930537754808413
0.2908282660484314,113.02810430526733,0.05369391213529181
0.10566180405616761,140.3564077615738,0.01960784315457728
0.9795492498397828,221.82963848114014,0.019607843139348134
0.3214192095041275,68.54407012462616,0.019607843027666164
0.04363290762901306,85.5460512638092,0.01960721617788871
0.3493796042442322,75.69715678691864,0.019607073213094923
0.09591740503311158,70.4919171333313,0.019606975069368423
0.3318302191734314,92.54958868026733,0.019607488410309255
0.3091094713449478,92.16600060462952,0.01969419594801783
0.3319534166574478,118.26951622962952,0.019631823530513178
0.06250557525157929,107.17031538486481,0.019670607599452994
0.06885235497951508,76.57066643238068,0.01970716827239974
0.104416601395607,91.60142242908478,0.019644091781941257
0.11730292952060699,78.54966461658478,0.019597452684180432
0.06250557525157929,95.70058882236481,0.019558918237699178
0.013994081234931946,178.82485330104828,0.019739518261060587
0.3406021231412888,99.99475717544556,0.019495129816772868
0.07190197534561157,67.0641827583313,0.019509009848450342
0.02050767450332642,140.61931788921356,0.019494247900270656
0.283145404958725,125.85132718086243,0.021689589949674865
0.28171865940093993,140.98521947860718,0.020065175979272123
0.2902425238609314,94.48318243026733,0.02049255770567427
0.09111055810451509,93.09410393238068,0.019720100726323925
0.2925854926109314,128.45290899276733,0.019127402830562693
0.2925854926109314,105.60134649276733,0.02235654024528764
0.3019573676109314,127.61794805526733,0.01954540376390492
0.044804392004013066,99.6524965763092,0.021082697423336363
0.28490263152122497,92.62867093086243,0.018708872021706954
0.08112040762901307,98.0704653263092,0.021075404370655606
0.036757444095611574,109.3835186958313,0.018114822039674315
0.09826037378311157,111.2731671333313,0.021727337750962878
0.09298869409561158,113.6022686958313,0.01713443002609149
0.3132096666574478,115.89646935462952,0.00474084568678399
0.07658791284561157,113.3385968208313,0.002945117861059519
0.08678084223270416,87.5463354587555,0.02933991222454541
0.08736658442020416,128.0199682712555,0.019952065962974042
0.05615650746822357,130.38859486579895,0.000015108929159013186
0.056742249655723574,131.13566517829895,0.012605671648896763
0.08736658442020416,87.5463354587555,0.007152585492468555
0.07658791284561157,113.3825421333313,0.03210569535127533
0.3132096666574478,115.94041466712952,0.03478763091025865
0.05615650746822357,130.43254017829895,0.04616814785864839
0.08736658442020416,127.9760229587555,0.00001919610085464287
